Phrase en Anglais;Phrase en Français;Unnamed: 2
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : récupérez une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : récupérez une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : récupérez une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : récupérez une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : Récupérer une quantité définie de l'article attribué.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed conditions.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] dans les conditions prescrites.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed conditions.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] dans les conditions prescrites.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed conditions.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] dans les conditions prescrites.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed conditions.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] dans les conditions prescrites.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed conditions.${prompt};Épreuve : battez un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] dans les conditions prescrites.${prompt};
Trial: Retrieve a set quantity of the assigned item.${prompt};Essai : récupérez une quantité définie de l'article attribué.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : battez un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};Épreuve : portez le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] avec l'attaque élémentaire prescrite.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] afflicted with the prescribed elemental status ailment.${prompt};Épreuve : battez un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] affligés de l'état élémentaire prescrit.${prompt};
Trial: Have the prescribed avatar deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Demandez à l'avatar prescrit de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : battez un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};Essai : Porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] avec l'attaque élémentaire prescrite.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] afflicted with the prescribed elemental status ailment.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] affligés de l'état élémentaire prescrit.${prompt};
Trial: Have the prescribed avatar deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Demandez à l'avatar prescrit de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : battez un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};Épreuve : portez le coup final à un nombre défini de${choice: 4}[monstres/monstres donnant de l'expérience] avec l'attaque élémentaire prescrite.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] afflicted with the prescribed elemental status ailment.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] affligés de l'état élémentaire prescrit.${prompt};
Trial: Have the prescribed avatar deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Demandez à l'avatar prescrit de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : battez un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};Essai : Porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] avec l'attaque élémentaire prescrite.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] afflicted with the prescribed elemental status ailment.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] affligés de l'état élémentaire prescrit.${prompt};
Trial: Have the prescribed avatar deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Demandez à l'avatar prescrit de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};Essai : Porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] avec l'attaque élémentaire prescrite.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] afflicted with the prescribed elemental status ailment.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] affligés de l'état élémentaire prescrit.${prompt};
Trial: Have the prescribed avatar deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Demandez à l'avatar prescrit de porter le coup final à un nombre défini de${choice: 4}[Monstres/monstres donnant de l'expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres générateurs d'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};Essai : Porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] avec l'attaque élémentaire prescrite.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] afflicted with the prescribed elemental status ailment.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[Monstres/monstres générateurs d'expérience] affligés de la maladie de statut élémentaire prescrite.${prompt};
Trial: Have the prescribed avatar deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Demandez à l'avatar prescrit de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};Essai : Porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] avec l'attaque élémentaire prescrite.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] afflicted with the prescribed elemental status ailment.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] affligés de l'état élémentaire prescrit.${prompt};
Trial: Have the prescribed avatar deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Demandez à l'avatar prescrit de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[Monstres/monstres donnant de l'expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Essai : Demandez à votre animal de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};Essai : Porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] avec l'attaque élémentaire prescrite.${prompt};
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] afflicted with the prescribed elemental status ailment.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres apportant de l'expérience] affligés de l'état élémentaire prescrit.${prompt};
Trial: Have the prescribed avatar deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Demandez à l'avatar prescrit de porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Épreuve : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Unleash the additional effect of the prescribed weapon a set number of times against the assigned ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : Déclenchez l'effet supplémentaire de l'arme prescrite un nombre défini de fois contre l'arme assignée.${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Use the prescribed weapon skill to deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Épreuve : utilisez la compétence d'arme prescrite pour porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Use the prescribed weapon skill to deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : utilisez la compétence d'arme prescrite pour infliger le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Use the prescribed weapon skill to deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Épreuve : utilisez la compétence d'arme prescrite pour porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Use the prescribed weapon skill to deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : utilisez la compétence d'arme prescrite pour infliger le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Use the prescribed weapon skill to deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : utilisez la compétence d'arme prescrite pour infliger le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Use the prescribed weapon skill to deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : utilisez la compétence d'arme prescrite pour infliger le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Use the prescribed weapon skill to deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Essai : utilisez la compétence d'arme prescrite pour infliger le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
Trial: Use the prescribed weapon skill to deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters].${prompt};Épreuve : utilisez la compétence d'arme prescrite pour porter le coup final à un nombre défini de${choice: 4}[monstres/monstres apportant de l’expérience].${prompt};
